,id,name,type(s),document,filename,doc,tokens,lemmas,POS,proper_nouns
795,807,zeraora,['electric'],"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",0807_zeraora.txt,it electrifies its claws and tears its opponents apart with them even if they dodge its attack theyll be electrocuted by the flying sparks,"['it', 'electrifies', 'its', 'claws', 'and', 'tears', 'its', 'opponents', 'apart', 'with', 'them', 'even', 'if', 'they', 'dodge', 'its', 'attack', 'they', 'll', 'be', 'electrocuted', 'by', 'the', 'flying', 'sparks']","['it', 'electrify', 'its', 'claw', 'and', 'tear', 'its', 'opponent', 'apart', 'with', 'they', 'even', 'if', 'they', 'dodge', 'its', 'attack', 'they', 'll', 'be', 'electrocute', 'by', 'the', 'flying', 'spark']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('ADP', 'IN'), ('PRON', 'PRP'), ('ADV', 'RB'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('AUX', 'VB'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBZ')]",[]
796,808,meltan,['steel'],"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",0808_meltan.txt,it melts particles of iron and other metals found in the subsoil so it can absorb them into its body of molten steel,"['it', 'melts', 'particles', 'of', 'iron', 'and', 'other', 'metals', 'found', 'in', 'the', 'subsoil', 'so', 'it', 'can', 'absorb', 'them', 'into', 'its', 'body', 'of', 'molten', 'steel']","['it', 'melt', 'particle', 'of', 'iron', 'and', 'other', 'metal', 'find', 'in', 'the', 'subsoil', 'so', 'it', 'can', 'absorb', 'they', 'into', 'its', 'body', 'of', 'molten', 'steel']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
797,809,melmetal,['steel'],"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",0809_melmetal.txt,revered long ago for its capacity to create iron from nothing for some reason it has come back to life after 3000 years,"['revered', 'long', 'ago', 'for', 'its', 'capacity', 'to', 'create', 'iron', 'from', 'nothing', 'for', 'some', 'reason', 'it', 'has', 'come', 'back', 'to', 'life', 'after', '3000', 'years']","['revere', 'long', 'ago', 'for', 'its', 'capacity', 'to', 'create', 'iron', 'from', 'nothing', 'for', 'some', 'reason', 'it', 'have', 'come', 'back', 'to', 'life', 'after', '3000', 'year']","[('VERB', 'VBN'), ('ADV', 'RB'), ('ADV', 'RB'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADV', 'RB'), ('ADP', 'IN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NUM', 'CD'), ('NOUN', 'NNS')]",[]
798,810,grookey,['grass'],"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",0810_grookey.txt,when it uses its special stick to strike up a beat the sound waves produced carry revitalizing energy to the plants and flowers in the area,"['when', 'it', 'uses', 'its', 'special', 'stick', 'to', 'strike', 'up', 'a', 'beat', 'the', 'sound', 'waves', 'produced', 'carry', 'revitalizing', 'energy', 'to', 'the', 'plants', 'and', 'flowers', 'in', 'the', 'area']","['when', 'it', 'use', 'its', 'special', 'stick', 'to', 'strike', 'up', 'a', 'beat', 'the', 'sound', 'wave', 'produce', 'carry', 'revitalize', 'energy', 'to', 'the', 'plant', 'and', 'flower', 'in', 'the', 'area']","[('SCONJ', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'RP'), ('DET', 'DT'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('VERB', 'VBN'), ('VERB', 'VBP'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]",[]
799,811,thwackey,['grass'],"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.",0811_thwackey.txt,the faster a thwackey can beat out a rhythm with its two sticks the more respect it wins from its peers,"['the', 'faster', 'a', 'thwackey', 'can', 'beat', 'out', 'a', 'rhythm', 'with', 'its', 'two', 'sticks', 'the', 'more', 'respect', 'it', 'wins', 'from', 'its', 'peers']","['the', 'fast', 'a', 'thwackey', 'can', 'beat', 'out', 'a', 'rhythm', 'with', 'its', 'two', 'stick', 'the', 'more', 'respect', 'it', 'win', 'from', 'its', 'peer']","[('PRON', 'DT'), ('ADJ', 'JJR'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'RP'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NUM', 'CD'), ('NOUN', 'NNS'), ('DET', 'DT'), ('ADJ', 'JJR'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS')]",[]
800,812,rillaboom,['grass'],"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",0812_rillaboom.txt,by drumming it taps into the power of its special tree stump the roots of the stump follow its direction in battle,"['by', 'drumming', 'it', 'taps', 'into', 'the', 'power', 'of', 'its', 'special', 'tree', 'stump', 'the', 'roots', 'of', 'the', 'stump', 'follow', 'its', 'direction', 'in', 'battle']","['by', 'drum', 'it', 'tap', 'into', 'the', 'power', 'of', 'its', 'special', 'tree', 'stump', 'the', 'root', 'of', 'the', 'stump', 'follow', 'its', 'direction', 'in', 'battle']","[('ADP', 'IN'), ('VERB', 'VBG'), ('PRON', 'PRP'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN')]",[]
801,813,scorbunny,['fire'],"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.",0813_scorbunny.txt,a warmup of running around gets fire energy coursing through this pokémons body once that happens its ready to fight at full power,"['a', 'warmup', 'of', 'running', 'around', 'gets', 'fire', 'energy', 'coursing', 'through', 'this', 'pokémons', 'body', 'once', 'that', 'happens', 'its', 'ready', 'to', 'fight', 'at', 'full', 'power']","['a', 'warmup', 'of', 'run', 'around', 'get', 'fire', 'energy', 'course', 'through', 'this', 'pokémon', 'body', 'once', 'that', 'happen', 'its', 'ready', 'to', 'fight', 'at', 'full', 'power']","[('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VBG'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('NOUN', 'NN'), ('ADV', 'RB'), ('PRON', 'DT'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
802,814,raboot,['fire'],Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,0814_raboot.txt,its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves,"['its', 'thick', 'and', 'fluffy', 'fur', 'protects', 'it', 'from', 'the', 'cold', 'and', 'enables', 'it', 'to', 'use', 'hotter', 'fire', 'moves']","['its', 'thick', 'and', 'fluffy', 'fur', 'protect', 'it', 'from', 'the', 'cold', 'and', 'enable', 'it', 'to', 'use', 'hotter', 'fire', 'move']","[('PRON', 'PRP$'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('PART', 'TO'), ('VERB', 'VB'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NNS')]",[]
803,815,cinderace,['fire'],"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",0815_cinderace.txt,it juggles a pebble with its feet turning it into a burning soccer ball its shots strike opponents hard and leave them scorched,"['it', 'juggles', 'a', 'pebble', 'with', 'its', 'feet', 'turning', 'it', 'into', 'a', 'burning', 'soccer', 'ball', 'its', 'shots', 'strike', 'opponents', 'hard', 'and', 'leave', 'them', 'scorched']","['it', 'juggle', 'a', 'pebble', 'with', 'its', 'foot', 'turn', 'it', 'into', 'a', 'burn', 'soccer', 'ball', 'its', 'shot', 'strike', 'opponent', 'hard', 'and', 'leave', 'they', 'scorch']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('VERB', 'VBG'), ('PRON', 'PRP'), ('ADP', 'IN'), ('DET', 'DT'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('PRON', 'PRP'), ('VERB', 'VBN')]",[]
804,816,sobble,['water'],"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.",0816_sobble.txt,when scared this pokémon cries its tears pack the chemical punch of 100 onions and attackers wont be able to resist weeping,"['when', 'scared', 'this', 'pokémon', 'cries', 'its', 'tears', 'pack', 'the', 'chemical', 'punch', 'of', '100', 'onions', 'and', 'attackers', 'wo', 'nt', 'be', 'able', 'to', 'resist', 'weeping']","['when', 'scare', 'this', 'pokémon', 'cry', 'its', 'tear', 'pack', 'the', 'chemical', 'punch', 'of', '100', 'onion', 'and', 'attacker', 'will', 'not', 'be', 'able', 'to', 'resist', 'weeping']","[('SCONJ', 'WRB'), ('VERB', 'VBN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NUM', 'CD'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('NOUN', 'NNS'), ('AUX', 'MD'), ('PART', 'RB'), ('AUX', 'VB'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NN')]",[]
805,817,drizzile,['water'],"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.",0817_drizzile.txt,a clever combatant this pokémon battles using water balloons created with moisture secreted from its palms,"['a', 'clever', 'combatant', 'this', 'pokémon', 'battles', 'using', 'water', 'balloons', 'created', 'with', 'moisture', 'secreted', 'from', 'its', 'palms']","['a', 'clever', 'combatant', 'this', 'pokémon', 'battle', 'use', 'water', 'balloon', 'create', 'with', 'moisture', 'secrete', 'from', 'its', 'palm']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('VERB', 'VBN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS')]",[]
806,818,inteleon,['water'],"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",0818_inteleon.txt,it has many hidden capabilities such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air,"['it', 'has', 'many', 'hidden', 'capabilities', 'such', 'as', 'fingertips', 'that', 'can', 'shoot', 'water', 'and', 'a', 'membrane', 'on', 'its', 'back', 'that', 'it', 'can', 'use', 'to', 'glide', 'through', 'the', 'air']","['it', 'have', 'many', 'hide', 'capability', 'such', 'as', 'fingertip', 'that', 'can', 'shoot', 'water', 'and', 'a', 'membrane', 'on', 'its', 'back', 'that', 'it', 'can', 'use', 'to', 'glide', 'through', 'the', 'air']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('VERB', 'VBN'), ('NOUN', 'NNS'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('PRON', 'WDT'), ('AUX', 'MD'), ('VERB', 'VB'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]",[]
807,819,skwovet,['normal'],"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.",0819_skwovet.txt,found throughout the galar region this pokémon becomes uneasy if its cheeks are ever completely empty of berries,"['found', 'throughout', 'the', 'galar', 'region', 'this', 'pokémon', 'becomes', 'uneasy', 'if', 'its', 'cheeks', 'are', 'ever', 'completely', 'empty', 'of', 'berries']","['find', 'throughout', 'the', 'galar', 'region', 'this', 'pokémon', 'become', 'uneasy', 'if', 'its', 'cheek', 'be', 'ever', 'completely', 'empty', 'of', 'berry']","[('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('DET', 'DT'), ('PROPN', 'NNP'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('SCONJ', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('AUX', 'VBP'), ('ADV', 'RB'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('NOUN', 'NNS')]",['pokémon']
808,820,greedent,['normal'],"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.",0820_greedent.txt,it stashes berries in its tailso many berries that they fall out constantly but this pokémon is a bit slowwitted so it doesnt notice the loss,"['it', 'stashes', 'berries', 'in', 'its', 'tailso', 'many', 'berries', 'that', 'they', 'fall', 'out', 'constantly', 'but', 'this', 'pokémon', 'is', 'a', 'bit', 'slowwitted', 'so', 'it', 'does', 'nt', 'notice', 'the', 'loss']","['it', 'stash', 'berry', 'in', 'its', 'tailso', 'many', 'berry', 'that', 'they', 'fall', 'out', 'constantly', 'but', 'this', 'pokémon', 'be', 'a', 'bit', 'slowwitted', 'so', 'it', 'do', 'not', 'notice', 'the', 'loss']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADP', 'RP'), ('ADV', 'RB'), ('CCONJ', 'CC'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADJ', 'JJ'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('PART', 'RB'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN')]",[]
809,821,rookidee,['flying'],"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.",0821_rookidee.txt,it will bravely challenge any opponent no matter how powerful this pokémon benefits from every battleeven a defeat increases its strength a bit,"['it', 'will', 'bravely', 'challenge', 'any', 'opponent', 'no', 'matter', 'how', 'powerful', 'this', 'pokémon', 'benefits', 'from', 'every', 'battleeven', 'a', 'defeat', 'increases', 'its', 'strength', 'a', 'bit']","['it', 'will', 'bravely', 'challenge', 'any', 'opponent', 'no', 'matter', 'how', 'powerful', 'this', 'pokémon', 'benefit', 'from', 'every', 'battleeven', 'a', 'defeat', 'increase', 'its', 'strength', 'a', 'bit']","[('PRON', 'PRP'), ('AUX', 'MD'), ('ADV', 'RB'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADV', 'RB'), ('ADV', 'RB'), ('SCONJ', 'WRB'), ('ADJ', 'JJ'), ('DET', 'DT'), ('PROPN', 'NNP'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('VERB', 'VBN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN')]",['pokémon']
810,822,corvisquire,['flying'],"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",0822_corvisquire.txt,smart enough to use tools in battle these pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies,"['smart', 'enough', 'to', 'use', 'tools', 'in', 'battle', 'these', 'pokémon', 'have', 'been', 'seen', 'picking', 'up', 'rocks', 'and', 'flinging', 'them', 'or', 'using', 'ropes', 'to', 'wrap', 'up', 'enemies']","['smart', 'enough', 'to', 'use', 'tool', 'in', 'battle', 'these', 'pokémon', 'have', 'be', 'see', 'pick', 'up', 'rock', 'and', 'fling', 'they', 'or', 'use', 'rope', 'to', 'wrap', 'up', 'enemy']","[('ADJ', 'JJ'), ('ADV', 'RB'), ('PART', 'TO'), ('VERB', 'VB'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBP'), ('AUX', 'VBN'), ('VERB', 'VBN'), ('VERB', 'VBG'), ('ADP', 'RP'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('VERB', 'VBG'), ('PRON', 'PRP'), ('CCONJ', 'CC'), ('VERB', 'VBG'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'RP'), ('NOUN', 'NNS')]",[]
811,823,corviknight,"['flying', 'steel']",This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,0823_corviknight.txt,this pokémon reigns supreme in the skies of the galar region the black luster of its steel body could drive terror into the heart of any foe,"['this', 'pokémon', 'reigns', 'supreme', 'in', 'the', 'skies', 'of', 'the', 'galar', 'region', 'the', 'black', 'luster', 'of', 'its', 'steel', 'body', 'could', 'drive', 'terror', 'into', 'the', 'heart', 'of', 'any', 'foe']","['this', 'pokémon', 'reign', 'supreme', 'in', 'the', 'sky', 'of', 'the', 'galar', 'region', 'the', 'black', 'luster', 'of', 'its', 'steel', 'body', 'could', 'drive', 'terror', 'into', 'the', 'heart', 'of', 'any', 'foe']","[('DET', 'DT'), ('PROPN', 'NNP'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('AUX', 'MD'), ('VERB', 'VB'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]",['pokémon']
812,824,blipbug,['bug'],"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.",0824_blipbug.txt,a constant collector of information this pokémon is very smart very strong is what it isnt,"['a', 'constant', 'collector', 'of', 'information', 'this', 'pokémon', 'is', 'very', 'smart', 'very', 'strong', 'is', 'what', 'it', 'is', 'nt']","['a', 'constant', 'collector', 'of', 'information', 'this', 'pokémon', 'be', 'very', 'smart', 'very', 'strong', 'be', 'what', 'it', 'be', 'not']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('AUX', 'VBZ'), ('PRON', 'WP'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('PART', 'RB')]",[]
813,825,dottler,"['bug', 'psychic']","It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",0825_dottler.txt,it barely moves but its still alive hiding in its shell without food or water seems to have awakened its psychic powers,"['it', 'barely', 'moves', 'but', 'its', 'still', 'alive', 'hiding', 'in', 'its', 'shell', 'without', 'food', 'or', 'water', 'seems', 'to', 'have', 'awakened', 'its', 'psychic', 'powers']","['it', 'barely', 'move', 'but', 'its', 'still', 'alive', 'hiding', 'in', 'its', 'shell', 'without', 'food', 'or', 'water', 'seem', 'to', 'have', 'awaken', 'its', 'psychic', 'power']","[('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('CCONJ', 'CC'), ('PRON', 'PRP$'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('PART', 'TO'), ('AUX', 'VB'), ('VERB', 'VBN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]",[]
814,826,orbeetle,"['bug', 'psychic']","It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",0826_orbeetle.txt,its famous for its high level of intelligence and the large size of its brain is proof that it also possesses immense psychic power,"['its', 'famous', 'for', 'its', 'high', 'level', 'of', 'intelligence', 'and', 'the', 'large', 'size', 'of', 'its', 'brain', 'is', 'proof', 'that', 'it', 'also', 'possesses', 'immense', 'psychic', 'power']","['its', 'famous', 'for', 'its', 'high', 'level', 'of', 'intelligence', 'and', 'the', 'large', 'size', 'of', 'its', 'brain', 'be', 'proof', 'that', 'it', 'also', 'possess', 'immense', 'psychic', 'power']","[('PRON', 'PRP$'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('ADJ', 'JJ'), ('NOUN', 'NN')]",[]
815,827,nickit,['dark'],"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",0827_nickit.txt,aided by the soft pads on its feet it silently raids the food stores of other pokémon it survives off its illgotten gains,"['aided', 'by', 'the', 'soft', 'pads', 'on', 'its', 'feet', 'it', 'silently', 'raids', 'the', 'food', 'stores', 'of', 'other', 'pokémon', 'it', 'survives', 'off', 'its', 'illgotten', 'gains']","['aid', 'by', 'the', 'soft', 'pad', 'on', 'its', 'foot', 'it', 'silently', 'raid', 'the', 'food', 'store', 'of', 'other', 'pokémon', 'it', 'survive', 'off', 'its', 'illgotten', 'gain']","[('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS')]",[]
816,828,thievul,['dark'],"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.",0828_thievul.txt,it secretly marks potential targets with a scent by following the scent it stalks its targets and steals from them when they least expect it,"['it', 'secretly', 'marks', 'potential', 'targets', 'with', 'a', 'scent', 'by', 'following', 'the', 'scent', 'it', 'stalks', 'its', 'targets', 'and', 'steals', 'from', 'them', 'when', 'they', 'least', 'expect', 'it']","['it', 'secretly', 'mark', 'potential', 'target', 'with', 'a', 'scent', 'by', 'follow', 'the', 'scent', 'it', 'stalk', 'its', 'target', 'and', 'steal', 'from', 'they', 'when', 'they', 'least', 'expect', 'it']","[('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VBG'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP'), ('SCONJ', 'WRB'), ('PRON', 'PRP'), ('ADJ', 'JJS'), ('VERB', 'VBP'), ('PRON', 'PRP')]",[]
