"id","pokemon","description","Doc","Tokens","Lemmas","POS","Proper_Nouns","Named_Entities","NE_Words"
"946","bramblin","a soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a pokmon","a soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a pokmon","['a', 'soul', 'unable', 'to', 'move', 'on', 'to', 'the', 'afterlife', 'was', 'blown', 'around', 'by', 'the', 'wind', 'until', 'it', 'got', 'tangled', 'up', 'with', 'dried', 'grass', 'and', 'became', 'a', 'pokmon']","['a', 'soul', 'unable', 'to', 'move', 'on', 'to', 'the', 'afterlife', 'be', 'blow', 'around', 'by', 'the', 'wind', 'until', 'it', 'get', 'tangle', 'up', 'with', 'dry', 'grass', 'and', 'become', 'a', 'pokmon']","[('DET', 'DT'), ('NOUN', 'NN'), ('ADJ', 'JJ'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'RP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBD'), ('VERB', 'VBN'), ('ADP', 'RP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('AUX', 'VBD'), ('VERB', 'VBN'), ('ADP', 'RP'), ('ADP', 'IN'), ('VERB', 'VBN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NN')]","[]","[]","[]"
"947","brambleghast","it will open the branches of its head to envelop its prey once it absorbs all the life energy it needs it expels the prey and discards it","it will open the branches of its head to envelop its prey once it absorbs all the life energy it needs it expels the prey and discards it","['it', 'will', 'open', 'the', 'branches', 'of', 'its', 'head', 'to', 'envelop', 'its', 'prey', 'once', 'it', 'absorbs', 'all', 'the', 'life', 'energy', 'it', 'needs', 'it', 'expels', 'the', 'prey', 'and', 'discards', 'it']","['it', 'will', 'open', 'the', 'branch', 'of', 'its', 'head', 'to', 'envelop', 'its', 'prey', 'once', 'it', 'absorb', 'all', 'the', 'life', 'energy', 'it', 'need', 'it', 'expel', 'the', 'prey', 'and', 'discard', 'it']","[('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PART', 'TO'), ('VERB', 'VB'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'PDT'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VBZ'), ('PRON', 'PRP')]","[]","[]","[]"
"948","toedscool","toedscool lives in muggy forests the flaps that fall from its body are chewy and very delicious","toedscool lives in muggy forests the flaps that fall from its body are chewy and very delicious","['toedscool', 'lives', 'in', 'muggy', 'forests', 'the', 'flaps', 'that', 'fall', 'from', 'its', 'body', 'are', 'chewy', 'and', 'very', 'delicious']","['toedscool', 'live', 'in', 'muggy', 'forest', 'the', 'flap', 'that', 'fall', 'from', 'its', 'body', 'be', 'chewy', 'and', 'very', 'delicious']","[('NOUN', 'NN'), ('VERB', 'VBZ'), ('ADP', 'IN'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NNS'), ('PRON', 'WDT'), ('VERB', 'VBP'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'VBP'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('ADV', 'RB'), ('ADJ', 'JJ')]","[]","[]","[]"
"949","toedscruel","these pokmon gather into groups and form colonies deep within forests they absolutely hate it when strangers approach","these pokmon gather into groups and form colonies deep within forests they absolutely hate it when strangers approach","['these', 'pokmon', 'gather', 'into', 'groups', 'and', 'form', 'colonies', 'deep', 'within', 'forests', 'they', 'absolutely', 'hate', 'it', 'when', 'strangers', 'approach']","['these', 'pokmon', 'gather', 'into', 'group', 'and', 'form', 'colony', 'deep', 'within', 'forest', 'they', 'absolutely', 'hate', 'it', 'when', 'stranger', 'approach']","[('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBP'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('VERB', 'VB'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('SCONJ', 'WRB'), ('NOUN', 'NNS'), ('VERB', 'VBP')]","[]","[]","[]"
"951","capsakid","the more sunlight this pokmon bathes in the more spicy chemicals are produced by its body and thus the spicier its moves become","the more sunlight this pokmon bathes in the more spicy chemicals are produced by its body and thus the spicier its moves become","['the', 'more', 'sunlight', 'this', 'pokmon', 'bathes', 'in', 'the', 'more', 'spicy', 'chemicals', 'are', 'produced', 'by', 'its', 'body', 'and', 'thus', 'the', 'spicier', 'its', 'moves', 'become']","['the', 'more', 'sunlight', 'this', 'pokmon', 'bathe', 'in', 'the', 'more', 'spicy', 'chemical', 'be', 'produce', 'by', 'its', 'body', 'and', 'thus', 'the', 'spicier', 'its', 'move', 'become']","[('DET', 'DT'), ('ADJ', 'JJR'), ('NOUN', 'NN'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('ADV', 'RBR'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('ADV', 'RB'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('VERB', 'VB')]","[]","[]","[]"
"952","scovillain","the red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame","the red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame","['the', 'red', 'head', 'converts', 'spicy', 'chemicals', 'into', 'fire', 'energy', 'and', 'blasts', 'the', 'surrounding', 'area', 'with', 'a', 'super', 'spicy', 'stream', 'of', 'flame']","['the', 'red', 'head', 'convert', 'spicy', 'chemical', 'into', 'fire', 'energy', 'and', 'blast', 'the', 'surround', 'area', 'with', 'a', 'super', 'spicy', 'stream', 'of', 'flame']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('VERB', 'VBZ'), ('DET', 'DT'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN')]","[]","[]","[]"
"953","rellor","this pokmon creates a mud ball by mixing sand and dirt with psychic energy it treasures its mud ball more than its own life","this pokmon creates a mud ball by mixing sand and dirt with psychic energy it treasures its mud ball more than its own life","['this', 'pokmon', 'creates', 'a', 'mud', 'ball', 'by', 'mixing', 'sand', 'and', 'dirt', 'with', 'psychic', 'energy', 'it', 'treasures', 'its', 'mud', 'ball', 'more', 'than', 'its', 'own', 'life']","['this', 'pokmon', 'create', 'a', 'mud', 'ball', 'by', 'mix', 'sand', 'and', 'dirt', 'with', 'psychic', 'energy', 'it', 'treasure', 'its', 'mud', 'ball', 'more', 'than', 'its', 'own', 'life']","[('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VBG'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('NOUN', 'NN'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('ADJ', 'JJR'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","[]","[]"
"954","rabsca","the body that supports the ball barely moves therefore it is thought that the true body of this pokmon is actually inside the ball","the body that supports the ball barely moves therefore it is thought that the true body of this pokmon is actually inside the ball","['the', 'body', 'that', 'supports', 'the', 'ball', 'barely', 'moves', 'therefore', 'it', 'is', 'thought', 'that', 'the', 'true', 'body', 'of', 'this', 'pokmon', 'is', 'actually', 'inside', 'the', 'ball']","['the', 'body', 'that', 'support', 'the', 'ball', 'barely', 'move', 'therefore', 'it', 'be', 'think', 'that', 'the', 'true', 'body', 'of', 'this', 'pokmon', 'be', 'actually', 'inside', 'the', 'ball']","[('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('ADV', 'RB'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('SCONJ', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]","[]","[]","[]"
"955","flittle","flittles toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the pokmons belly","flittles toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the pokmons belly","['flittles', 'toes', 'levitate', 'about', 'half', 'an', 'inch', 'above', 'the', 'ground', 'because', 'of', 'the', 'psychic', 'power', 'emitted', 'from', 'the', 'frills', 'on', 'the', 'pokmons', 'belly']","['flittle', 'toe', 'levitate', 'about', 'half', 'an', 'inch', 'above', 'the', 'ground', 'because', 'of', 'the', 'psychic', 'power', 'emit', 'from', 'the', 'frill', 'on', 'the', 'pokmon', 'belly']","[('NOUN', 'NNS'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'PDT'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('NOUN', 'NN')]","[]","['CARDINAL', 'CARDINAL']","[flittles, about half]"
"956","espathra","it immobilizes opponents by bathing them in psychic power from its large eyes despite its appearance it has a vicious temperament","it immobilizes opponents by bathing them in psychic power from its large eyes despite its appearance it has a vicious temperament","['it', 'immobilizes', 'opponents', 'by', 'bathing', 'them', 'in', 'psychic', 'power', 'from', 'its', 'large', 'eyes', 'despite', 'its', 'appearance', 'it', 'has', 'a', 'vicious', 'temperament']","['it', 'immobilize', 'opponent', 'by', 'bathe', 'they', 'in', 'psychic', 'power', 'from', 'its', 'large', 'eye', 'despite', 'its', 'appearance', 'it', 'have', 'a', 'vicious', 'temperament']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('VERB', 'VBG'), ('PRON', 'PRP'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('SCONJ', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","[]","[]"
"957","tinkatink","it swings its handmade hammer around to protect itself but the hammer is often stolen by pokmon that eat metal","it swings its handmade hammer around to protect itself but the hammer is often stolen by pokmon that eat metal","['it', 'swings', 'its', 'handmade', 'hammer', 'around', 'to', 'protect', 'itself', 'but', 'the', 'hammer', 'is', 'often', 'stolen', 'by', 'pokmon', 'that', 'eat', 'metal']","['it', 'swing', 'its', 'handmade', 'hammer', 'around', 'to', 'protect', 'itself', 'but', 'the', 'hammer', 'be', 'often', 'steal', 'by', 'pokmon', 'that', 'eat', 'metal']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADV', 'RB'), ('PART', 'TO'), ('VERB', 'VB'), ('PRON', 'PRP'), ('CCONJ', 'CC'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('ADV', 'RB'), ('VERB', 'VBN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PRON', 'WDT'), ('VERB', 'VBP'), ('NOUN', 'NN')]","[]","[]","[]"
"958","tinkatuff","this pokmon will attack groups of pawniard and bisharp gathering metal from them in order to create a large and sturdy hammer","this pokmon will attack groups of pawniard and bisharp gathering metal from them in order to create a large and sturdy hammer","['this', 'pokmon', 'will', 'attack', 'groups', 'of', 'pawniard', 'and', 'bisharp', 'gathering', 'metal', 'from', 'them', 'in', 'order', 'to', 'create', 'a', 'large', 'and', 'sturdy', 'hammer']","['this', 'pokmon', 'will', 'attack', 'group', 'of', 'pawniard', 'and', 'bisharp', 'gathering', 'metal', 'from', 'they', 'in', 'order', 'to', 'create', 'a', 'large', 'and', 'sturdy', 'hammer']","[('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'MD'), ('VERB', 'VB'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","[]","[]"
"959","tinkaton","this intelligent pokmon has a very daring disposition it knocks rocks into the sky with its hammer aiming for flying corviknight","this intelligent pokmon has a very daring disposition it knocks rocks into the sky with its hammer aiming for flying corviknight","['this', 'intelligent', 'pokmon', 'has', 'a', 'very', 'daring', 'disposition', 'it', 'knocks', 'rocks', 'into', 'the', 'sky', 'with', 'its', 'hammer', 'aiming', 'for', 'flying', 'corviknight']","['this', 'intelligent', 'pokmon', 'have', 'a', 'very', 'daring', 'disposition', 'it', 'knock', 'rock', 'into', 'the', 'sky', 'with', 'its', 'hammer', 'aiming', 'for', 'fly', 'corviknight']","[('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('DET', 'DT'), ('ADV', 'RB'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('VERB', 'VBG'), ('NOUN', 'NN')]","[]","[]","[]"
"960","wiglett","this pokmon can pick up the scent of a veluza just over 65 feet away and will hide itself in the sand","this pokmon can pick up the scent of a veluza just over 65 feet away and will hide itself in the sand","['this', 'pokmon', 'can', 'pick', 'up', 'the', 'scent', 'of', 'a', 'veluza', 'just', 'over', '65', 'feet', 'away', 'and', 'will', 'hide', 'itself', 'in', 'the', 'sand']","['this', 'pokmon', 'can', 'pick', 'up', 'the', 'scent', 'of', 'a', 'veluza', 'just', 'over', '65', 'foot', 'away', 'and', 'will', 'hide', 'itself', 'in', 'the', 'sand']","[('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'RP'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADV', 'RB'), ('ADP', 'IN'), ('NUM', 'CD'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('CCONJ', 'CC'), ('AUX', 'MD'), ('VERB', 'VB'), ('PRON', 'PRP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN')]","[]","['QUANTITY']","[just over 65 feet]"
"961","wugtrio","it has a vicious temperament contrary to what its appearance may suggest it wraps its long bodies around prey then drags the prey into its den","it has a vicious temperament contrary to what its appearance may suggest it wraps its long bodies around prey then drags the prey into its den","['it', 'has', 'a', 'vicious', 'temperament', 'contrary', 'to', 'what', 'its', 'appearance', 'may', 'suggest', 'it', 'wraps', 'its', 'long', 'bodies', 'around', 'prey', 'then', 'drags', 'the', 'prey', 'into', 'its', 'den']","['it', 'have', 'a', 'vicious', 'temperament', 'contrary', 'to', 'what', 'its', 'appearance', 'may', 'suggest', 'it', 'wrap', 'its', 'long', 'body', 'around', 'prey', 'then', 'drag', 'the', 'prey', 'into', 'its', 'den']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADJ', 'JJ'), ('ADP', 'IN'), ('PRON', 'WP'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('AUX', 'MD'), ('VERB', 'VB'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN')]","[]","[]","[]"
"962","bombirdier","it gathers things up in an apron made from shed feathers added to the pokmons chest feathers then drops those things from high places for fun","it gathers things up in an apron made from shed feathers added to the pokmons chest feathers then drops those things from high places for fun","['it', 'gathers', 'things', 'up', 'in', 'an', 'apron', 'made', 'from', 'shed', 'feathers', 'added', 'to', 'the', 'pokmons', 'chest', 'feathers', 'then', 'drops', 'those', 'things', 'from', 'high', 'places', 'for', 'fun']","['it', 'gather', 'thing', 'up', 'in', 'an', 'apron', 'make', 'from', 'shed', 'feather', 'add', 'to', 'the', 'pokmon', 'chest', 'feather', 'then', 'drop', 'those', 'thing', 'from', 'high', 'place', 'for', 'fun']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'RP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('VERB', 'VBD'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN')]","[]","[]","[]"
"963","finizen","it likes playing with others of its kind using the water ring on its tail it uses ultrasonic waves to sense the emotions of other living creatures","it likes playing with others of its kind using the water ring on its tail it uses ultrasonic waves to sense the emotions of other living creatures","['it', 'likes', 'playing', 'with', 'others', 'of', 'its', 'kind', 'using', 'the', 'water', 'ring', 'on', 'its', 'tail', 'it', 'uses', 'ultrasonic', 'waves', 'to', 'sense', 'the', 'emotions', 'of', 'other', 'living', 'creatures']","['it', 'like', 'play', 'with', 'other', 'of', 'its', 'kind', 'use', 'the', 'water', 'ring', 'on', 'its', 'tail', 'it', 'use', 'ultrasonic', 'wave', 'to', 'sense', 'the', 'emotion', 'of', 'other', 'live', 'creature']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('VERB', 'VBG'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('DET', 'DT'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('VERB', 'VBG'), ('NOUN', 'NNS')]","[]","[]","[]"
"964","palafin-zero","this pokmon changes its appearance if it hears its allies calling for help palafin will never show anybody its moment of transformation","this pokmon changes its appearance if it hears its allies calling for help palafin will never show anybody its moment of transformation","['this', 'pokmon', 'changes', 'its', 'appearance', 'if', 'it', 'hears', 'its', 'allies', 'calling', 'for', 'help', 'palafin', 'will', 'never', 'show', 'anybody', 'its', 'moment', 'of', 'transformation']","['this', 'pokmon', 'change', 'its', 'appearance', 'if', 'it', 'hear', 'its', 'ally', 'call', 'for', 'help', 'palafin', 'will', 'never', 'show', 'anybody', 'its', 'moment', 'of', 'transformation']","[('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('VERB', 'VBG'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('AUX', 'MD'), ('ADV', 'RB'), ('VERB', 'VB'), ('PRON', 'NN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN')]","[]","[]","[]"
"965","varoom","it is said that this pokmon was born when an unknown poison pokmon entered and inspirited an engine left at a scrapprocessing factory","it is said that this pokmon was born when an unknown poison pokmon entered and inspirited an engine left at a scrapprocessing factory","['it', 'is', 'said', 'that', 'this', 'pokmon', 'was', 'born', 'when', 'an', 'unknown', 'poison', 'pokmon', 'entered', 'and', 'inspirited', 'an', 'engine', 'left', 'at', 'a', 'scrapprocessing', 'factory']","['it', 'be', 'say', 'that', 'this', 'pokmon', 'be', 'bear', 'when', 'an', 'unknown', 'poison', 'pokmon', 'enter', 'and', 'inspirit', 'an', 'engine', 'leave', 'at', 'a', 'scrapprocesse', 'factory']","[('PRON', 'PRP'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('SCONJ', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'VBD'), ('VERB', 'VBN'), ('SCONJ', 'WRB'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('VERB', 'VBD'), ('CCONJ', 'CC'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('DET', 'DT'), ('VERB', 'VBG'), ('NOUN', 'NN')]","[]","[]","[]"
"966","revavroom","it creates a gas out of poison and minerals from rocks it then detonates the gas in its cylindersnow numbering eightto generate energy","it creates a gas out of poison and minerals from rocks it then detonates the gas in its cylindersnow numbering eightto generate energy","['it', 'creates', 'a', 'gas', 'out', 'of', 'poison', 'and', 'minerals', 'from', 'rocks', 'it', 'then', 'detonates', 'the', 'gas', 'in', 'its', 'cylindersnow', 'numbering', 'eightto', 'generate', 'energy']","['it', 'create', 'a', 'gas', 'out', 'of', 'poison', 'and', 'mineral', 'from', 'rock', 'it', 'then', 'detonate', 'the', 'gas', 'in', 'its', 'cylindersnow', 'numbering', 'eightto', 'generate', 'energy']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('ADV', 'RB'), ('VERB', 'VBZ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('ADJ', 'JJ'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","[]","[]"
"967","cyclizar","apparently cyclizar has been allowing people to ride on its back since ancient times depictions of this have been found in 10000yearold murals","apparently cyclizar has been allowing people to ride on its back since ancient times depictions of this have been found in 10000yearold murals","['apparently', 'cyclizar', 'has', 'been', 'allowing', 'people', 'to', 'ride', 'on', 'its', 'back', 'since', 'ancient', 'times', 'depictions', 'of', 'this', 'have', 'been', 'found', 'in', '10000yearold', 'murals']","['apparently', 'cyclizar', 'have', 'be', 'allow', 'people', 'to', 'ride', 'on', 'its', 'back', 'since', 'ancient', 'time', 'depiction', 'of', 'this', 'have', 'be', 'find', 'in', '10000yearold', 'mural']","[('ADV', 'RB'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('AUX', 'VBN'), ('VERB', 'VBG'), ('NOUN', 'NNS'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('SCONJ', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NNS'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'DT'), ('AUX', 'VBP'), ('AUX', 'VBN'), ('VERB', 'VBN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NNS')]","[]","['CARDINAL']","[10000yearold]"
"968","orthworm","when attacked this pokmon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches","when attacked this pokmon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches","['when', 'attacked', 'this', 'pokmon', 'will', 'wield', 'the', 'tendrils', 'on', 'its', 'body', 'like', 'fists', 'and', 'pelt', 'the', 'opponent', 'with', 'a', 'storm', 'of', 'punches']","['when', 'attack', 'this', 'pokmon', 'will', 'wield', 'the', 'tendril', 'on', 'its', 'body', 'like', 'fist', 'and', 'pelt', 'the', 'opponent', 'with', 'a', 'storm', 'of', 'punch']","[('SCONJ', 'WRB'), ('VERB', 'VBN'), ('DET', 'DT'), ('NOUN', 'NN'), ('AUX', 'MD'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('CCONJ', 'CC'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NNS')]","[]","[]","[]"
"969","glimmet","it absorbs nutrients from cave walls the petals it wears are made of crystallized poison","it absorbs nutrients from cave walls the petals it wears are made of crystallized poison","['it', 'absorbs', 'nutrients', 'from', 'cave', 'walls', 'the', 'petals', 'it', 'wears', 'are', 'made', 'of', 'crystallized', 'poison']","['it', 'absorb', 'nutrient', 'from', 'cave', 'wall', 'the', 'petal', 'it', 'wear', 'be', 'make', 'of', 'crystallized', 'poison']","[('PRON', 'PRP'), ('VERB', 'VBZ'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('DET', 'DT'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('AUX', 'VBP'), ('VERB', 'VBN'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('NOUN', 'NN')]","[]","[]","[]"
